"filename", "language", "JavaScript", "CSS", "JSON", "Go", "Docker", "YAML", "XML", "Ignore", "HTTP", "Golang HTML Template", "Markdown", "Log", "Django txt", "comment", "blank", "total"
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\modals.html", "Golang HTML Template", 0, 0, 0, 0, 0, 0, 0, 0, 0, 964, 0, 0, 0, 0, 4, 968
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\404.html", "Golang HTML Template", 0, 0, 0, 0, 0, 0, 0, 0, 0, 860, 0, 0, 0, 0, 3, 863
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\blank.html", "Golang HTML Template", 0, 0, 0, 0, 0, 0, 0, 0, 0, 842, 0, 0, 0, 0, 3, 845
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\create-account.html", "Golang HTML Template", 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 6, 140
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\forgot-password.html", "Golang HTML Template", 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 2, 67
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\pages\login.html", "Golang HTML Template", 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 5, 125
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\templates\tables.html", "Golang HTML Template", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2143, 0, 0, 0, 0, 19, 2162
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\tests\setup_test.go", "Go", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\websocket\socket_client.go", "Go", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 42
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\websocket\socket_pool.go", "Go", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 50
"d:\Go-Projects\src\GoProjects\CoffeeTwist\backend\websocket\websocket.go", "Go", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Go-Projects\src\GoProjects\CoffeeTwist\heroku.yml", "YAML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"d:\Go-Projects\src\GoProjects\CoffeeTwist\package-lock.json", "JSON", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"d:\Go-Projects\src\GoProjects\CoffeeTwist\package.json", "JSON", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 9679, 1036, 17565, 2844, 16, 5, 299, 2, 98, 10464, 38, 11059, 3, 1233, 3230, 57571
